incident_id,vehicle_id,part_id,incident_date,defect_type,defect_source,severity,customer_complaint,status
2173,712,16,2024-06-13,Performance Issue,Supplier Defect,Medium,False,Closed
2174,701,17,2024-06-13,Electrical Failure,Supplier Defect,Critical,True,Closed
2175,859,15,2024-06-13,Software Error,Supplier Defect,Low,False,Closed
2176,777,16,2024-06-13,Electrical Failure,Supplier Defect,High,False,Closed
2177,704,17,2024-06-13,Electrical Failure,Supplier Defect,Medium,False,Closed
2178,734,15,2024-06-13,Software Error,Unknown,Medium,True,Closed
2179,662,18,2024-06-14,Electrical Failure,Supplier Defect,Low,True,Closed
2180,160,14,2024-06-14,Incorrect Installation,Assembly Error,Low,False,Closed
2181,516,22,2024-06-14,Leakage,Supplier Defect,High,False,Closed
2182,758,14,2024-06-14,Overheating,Design Issue,High,True,Closed
2183,561,15,2024-06-14,Electrical Failure,Material Failure,High,True,Closed
2184,660,17,2024-06-14,Electrical Failure,Supplier Defect,High,True,Closed
2185,534,15,2024-06-14,Electrical Failure,Supplier Defect,High,False,Closed
2186,517,16,2024-06-14,Electrical Failure,Supplier Defect,High,True,Closed
2187,1251,5,2024-06-15,Breakage,Supplier Defect,Critical,True,Closed
2188,149,27,2024-06-15,Performance Issue,Supplier Defect,High,False,Closed
2189,265,28,2024-06-15,Incorrect Installation,Assembly Error,Low,False,Closed
2190,188,22,2024-06-15,Performance Issue,Material Failure,Medium,True,Closed
2191,189,15,2024-06-15,Electrical Failure,Manufacturing Error,High,True,Closed
2192,1156,6,2024-06-15,Leakage,Assembly Error,Medium,True,Closed
2193,677,15,2024-06-15,Electrical Failure,Supplier Defect,Low,True,Closed
2194,881,17,2024-06-15,Software Error,Unknown,Medium,False,Closed
2195,538,15,2024-06-15,Software Error,Supplier Defect,Medium,True,Closed
2196,921,24,2024-06-16,Performance Issue,Supplier Defect,Medium,True,Closed
2197,220,16,2024-06-16,Electrical Failure,Design Issue,High,False,Closed
2198,714,13,2024-06-16,Leakage,Supplier Defect,Medium,False,Closed
2199,926,28,2024-06-16,Noise,Design Issue,Low,True,Closed
2200,206,11,2024-06-16,Incorrect Installation,Assembly Error,Low,True,Closed
2201,507,12,2024-06-16,Leakage,Manufacturing Error,Medium,False,Closed
2202,563,18,2024-06-16,Software Error,Manufacturing Error,Medium,True,Closed
2203,335,27,2024-06-16,Performance Issue,Manufacturing Error,Low,False,Closed
2204,554,18,2024-06-16,Software Error,Material Failure,Medium,True,Closed
2205,1200,11,2024-06-16,Leakage,Supplier Defect,Low,True,Closed
2206,748,15,2024-06-16,Performance Issue,Unknown,Medium,False,Closed
2207,863,15,2024-06-16,Software Error,Supplier Defect,Medium,True,Closed
2208,667,15,2024-06-16,Software Error,Unknown,Low,False,Closed
2209,816,20,2024-06-17,Performance Issue,Design Issue,Medium,False,Open
2210,1427,9,2024-06-17,Breakage,Supplier Defect,Medium,True,Closed
2211,638,7,2024-06-17,Breakage,Supplier Defect,High,True,Closed
2212,784,7,2024-06-17,Breakage,Supplier Defect,High,True,Closed
2213,66,12,2024-06-17,Leakage,Assembly Error,Low,False,Closed
2214,295,7,2024-06-17,Noise,Supplier Defect,Low,False,Closed
2215,347,13,2024-06-17,Overheating,Material Failure,Critical,True,Closed
2216,474,22,2024-06-17,Performance Issue,Supplier Defect,Medium,False,Closed
2217,676,24,2024-06-17,Noise,Material Failure,High,True,Closed
2218,802,28,2024-06-17,Leakage,Assembly Error,Medium,False,Closed
2219,718,15,2024-06-17,Performance Issue,Supplier Defect,Low,False,Closed
2220,766,15,2024-06-17,Software Error,Supplier Defect,Medium,False,Closed
2221,749,16,2024-06-17,Software Error,Supplier Defect,High,False,Closed
2222,79,14,2024-06-18,Overheating,Supplier Defect,Medium,True,Closed
2223,171,8,2024-06-18,Leakage,Assembly Error,Medium,False,Closed
2224,187,30,2024-06-18,Incorrect Installation,Assembly Error,Low,False,Closed
2225,523,16,2024-06-18,Electrical Failure,Supplier Defect,Critical,True,Closed
2226,834,16,2024-06-18,Electrical Failure,Supplier Defect,Medium,False,Closed
2227,754,28,2024-06-19,Noise,Unknown,Low,False,Closed
2228,161,21,2024-06-19,Electrical Failure,Design Issue,High,True,Closed
2229,1035,8,2024-06-19,Noise,Material Failure,Medium,False,Closed
2230,637,15,2024-06-19,Electrical Failure,Supplier Defect,Medium,False,Closed
2231,147,27,2024-06-20,Incorrect Installation,Assembly Error,Medium,True,Closed
2232,1361,15,2024-06-20,Software Error,Design Issue,Medium,False,Closed
2233,258,4,2024-06-20,Breakage,Supplier Defect,Medium,True,Closed
2234,762,9,2024-06-20,Noise,Material Failure,High,True,Closed
2235,968,18,2024-06-20,Software Error,Material Failure,Low,False,Closed
2236,885,16,2024-06-20,Performance Issue,Unknown,Low,False,Closed
2237,695,16,2024-06-20,Electrical Failure,Supplier Defect,Medium,False,Closed
2238,424,29,2024-06-21,Leakage,Assembly Error,Critical,True,Closed
2239,875,27,2024-06-21,Noise,Manufacturing Error,Medium,True,Closed
2240,393,14,2024-06-21,Leakage,Supplier Defect,Low,False,Closed
2241,605,15,2024-06-21,Electrical Failure,Supplier Defect,Critical,False,Closed
2242,738,16,2024-06-21,Software Error,Supplier Defect,High,False,Closed
2243,652,15,2024-06-21,Electrical Failure,Supplier Defect,Medium,True,Closed
2244,1398,7,2024-06-22,Noise,Supplier Defect,Low,False,Closed
2245,1237,27,2024-06-22,Performance Issue,Supplier Defect,Medium,True,Closed
2246,835,6,2024-06-22,Leakage,Supplier Defect,Medium,False,Closed
2247,1148,30,2024-06-22,Noise,Manufacturing Error,Medium,False,Closed
2248,668,15,2024-06-22,Software Error,Supplier Defect,Low,True,Closed
2249,876,15,2024-06-22,Electrical Failure,Supplier Defect,Critical,True,Closed
2250,286,21,2024-06-23,Performance Issue,Supplier Defect,Low,True,Closed
2251,1018,21,2024-06-23,Electrical Failure,Supplier Defect,Medium,True,Closed
2252,337,28,2024-06-23,Performance Issue,Assembly Error,Medium,True,Closed
2253,170,6,2024-06-23,Leakage,Supplier Defect,High,True,Closed
2254,1089,12,2024-06-23,Overheating,Supplier Defect,High,False,Closed
2255,612,14,2024-06-24,Leakage,Unknown,Medium,True,Closed
2256,348,27,2024-06-24,Performance Issue,Material Failure,Medium,False,Closed
2257,711,7,2024-06-24,Performance Issue,Supplier Defect,Low,False,Closed
2258,688,15,2024-06-24,Electrical Failure,Supplier Defect,Low,False,Closed
2259,381,11,2024-06-25,Leakage,Material Failure,High,False,Under Investigation
2260,385,4,2024-06-25,Noise,Customer Misuse,Low,True,Closed
2261,512,29,2024-06-25,Noise,Supplier Defect,Low,False,Closed
2262,535,13,2024-06-25,Leakage,Manufacturing Error,Medium,False,Closed
2263,880,30,2024-06-25,Noise,Material Failure,Low,False,Closed
2264,688,15,2024-06-25,Electrical Failure,Supplier Defect,Low,False,Closed
2265,602,16,2024-06-25,Electrical Failure,Supplier Defect,Medium,False,Closed
2266,249,11,2024-06-26,Incorrect Installation,Assembly Error,High,False,Closed
2267,309,13,2024-06-26,Leakage,Supplier Defect,High,False,Closed
2268,447,9,2024-06-26,Leakage,Design Issue,High,True,Closed
2269,376,8,2024-06-26,Leakage,Assembly Error,Low,False,Closed
2270,583,29,2024-06-26,Noise,Manufacturing Error,Low,False,Closed
2271,254,28,2024-06-26,Incorrect Installation,Assembly Error,Medium,True,Closed
2272,334,26,2024-06-26,Performance Issue,Supplier Defect,Low,False,Closed
2273,95,11,2024-06-26,Leakage,Material Failure,High,True,Closed
2274,557,16,2024-06-26,Performance Issue,Supplier Defect,Medium,False,Closed
2275,797,15,2024-06-26,Electrical Failure,Supplier Defect,High,True,Closed
2276,665,16,2024-06-26,Electrical Failure,Supplier Defect,Critical,True,Closed
2277,464,29,2024-06-27,Noise,Customer Misuse,Low,False,Closed
2278,496,21,2024-06-27,Performance Issue,Assembly Error,Low,False,Closed
2279,660,9,2024-06-27,Breakage,Material Failure,High,True,Closed
2280,1083,14,2024-06-27,Leakage,Supplier Defect,Low,False,Closed
2281,922,24,2024-06-27,Noise,Unknown,Low,False,Closed
2282,128,28,2024-06-27,Performance Issue,Supplier Defect,Medium,True,Closed
2283,546,15,2024-06-27,Performance Issue,Supplier Defect,Medium,False,Closed
2284,596,15,2024-06-27,Electrical Failure,Supplier Defect,High,False,Closed
2285,696,16,2024-06-27,Electrical Failure,Supplier Defect,High,True,Closed
2286,745,15,2024-06-27,Software Error,Supplier Defect,Medium,False,Closed
2287,1174,9,2024-06-28,Leakage,Material Failure,Low,True,Closed
2288,636,5,2024-06-28,Performance Issue,Assembly Error,Low,True,Closed
2289,1362,27,2024-06-28,Leakage,Supplier Defect,Critical,True,Closed
2290,693,11,2024-06-28,Leakage,Assembly Error,Medium,False,Closed
2291,256,12,2024-06-28,Overheating,Material Failure,High,True,Closed
2292,601,30,2024-06-28,Noise,Design Issue,Low,False,Closed
2293,574,15,2024-06-28,Electrical Failure,Supplier Defect,High,True,Closed
2294,857,16,2024-06-28,Electrical Failure,Supplier Defect,Low,True,Closed
2295,299,9,2024-06-29,Noise,Assembly Error,Low,False,Closed
2296,699,11,2024-06-29,Noise,Material Failure,Low,True,Closed
2297,1258,12,2024-06-29,Leakage,Manufacturing Error,Medium,True,Closed
2298,667,15,2024-06-29,Performance Issue,Supplier Defect,Low,True,Closed
2299,880,15,2024-06-29,Software Error,Supplier Defect,Low,False,Closed
2300,825,16,2024-06-29,Software Error,Supplier Defect,Medium,True,Closed
2301,835,15,2024-06-29,Software Error,Supplier Defect,Medium,False,Closed
2302,670,16,2024-06-29,Software Error,Supplier Defect,Medium,False,Closed
2303,853,10,2024-06-30,Noise,Supplier Defect,Medium,True,Closed
2304,1095,3,2024-06-30,Breakage,Manufacturing Error,Critical,True,Closed
2305,1298,12,2024-06-30,Noise,Design Issue,Medium,False,Under Investigation
2306,1286,27,2024-06-30,Noise,Supplier Defect,Medium,False,Closed
2307,725,17,2024-06-30,Software Error,Supplier Defect,Medium,True,Closed
2308,738,17,2024-06-30,Electrical Failure,Supplier Defect,Medium,False,Closed
2309,747,15,2024-06-30,Performance Issue,Supplier Defect,Low,True,Closed
2310,532,16,2024-06-30,Electrical Failure,Supplier Defect,Low,True,Closed
2311,336,30,2024-07-01,Noise,Assembly Error,Medium,True,Closed
2312,891,13,2024-07-01,Leakage,Manufacturing Error,Low,False,Closed
2313,823,15,2024-07-01,Software Error,Supplier Defect,High,True,Closed
2314,138,2,2024-07-02,Leakage,Design Issue,High,False,Closed
2315,196,4,2024-07-02,Overheating,Manufacturing Error,High,True,Closed
2316,1212,11,2024-07-02,Leakage,Supplier Defect,Critical,True,Closed
2317,864,9,2024-07-02,Noise,Supplier Defect,Medium,True,Closed
2318,1096,11,2024-07-02,Noise,Supplier Defect,Low,True,Closed
2319,9,9,2024-07-02,Noise,Material Failure,Low,False,Closed
2320,292,7,2024-07-02,Breakage,Material Failure,High,False,Closed
2321,1109,11,2024-07-03,Incorrect Installation,Assembly Error,High,True,Open
2322,1235,6,2024-07-03,Leakage,Assembly Error,Low,False,Closed
2323,1418,1,2024-07-03,Noise,Manufacturing Error,Low,False,Closed
2324,284,13,2024-07-03,Leakage,Design Issue,High,True,Open
2325,1055,3,2024-07-03,Performance Issue,Customer Misuse,Low,False,Closed
2326,1377,12,2024-07-04,Overheating,Supplier Defect,Medium,True,Closed
2327,351,22,2024-07-04,Leakage,Unknown,Medium,False,Closed
2328,251,3,2024-07-04,Breakage,Supplier Defect,High,True,Closed
2329,828,28,2024-07-04,Performance Issue,Design Issue,Low,False,Closed
2330,533,24,2024-07-04,Noise,Supplier Defect,Low,True,Closed
2331,122,16,2024-07-05,Software Error,Design Issue,Low,True,Closed
2332,549,28,2024-07-05,Performance Issue,Supplier Defect,Medium,True,Closed
2333,164,9,2024-07-05,Noise,Unknown,Low,False,Closed
2334,1433,9,2024-07-05,Noise,Supplier Defect,Low,False,Closed
2335,208,13,2024-07-05,Leakage,Design Issue,High,True,Closed
2336,1020,11,2024-07-05,Leakage,Material Failure,High,True,Closed
2337,1369,14,2024-07-05,Overheating,Supplier Defect,Critical,True,Closed
2338,1089,26,2024-07-05,Leakage,Manufacturing Error,High,True,Closed
2339,158,21,2024-07-06,Electrical Failure,Supplier Defect,Critical,True,Closed
2340,11,5,2024-07-06,Performance Issue,Material Failure,High,True,Closed
2341,1270,15,2024-07-06,Software Error,Supplier Defect,Critical,False,Closed
2342,637,7,2024-07-07,Noise,Supplier Defect,Medium,False,Closed
2343,1327,11,2024-07-08,Leakage,Manufacturing Error,Low,True,Closed
2344,80,16,2024-07-08,Performance Issue,Supplier Defect,Medium,True,Closed
2345,951,5,2024-07-08,Noise,Assembly Error,Medium,False,Closed
2346,1235,13,2024-07-08,Noise,Manufacturing Error,Low,False,Closed
2347,1110,3,2024-07-08,Performance Issue,Customer Misuse,Low,True,Closed
2348,1114,16,2024-07-08,Electrical Failure,Manufacturing Error,Low,True,Closed
2349,742,27,2024-07-08,Performance Issue,Assembly Error,Medium,False,Closed
2350,838,24,2024-07-09,Breakage,Manufacturing Error,High,True,Closed
2351,1430,14,2024-07-09,Overheating,Supplier Defect,High,True,Closed
2352,1125,13,2024-07-10,Breakage,Design Issue,Medium,True,Closed
2353,417,4,2024-07-10,Overheating,Material Failure,High,True,Closed
2354,1098,7,2024-07-11,Breakage,Manufacturing Error,High,True,Closed
2355,907,13,2024-07-11,Overheating,Unknown,High,False,Closed
2356,1165,27,2024-07-11,Performance Issue,Supplier Defect,Low,False,Closed
2357,1392,16,2024-07-11,Software Error,Manufacturing Error,High,True,Closed
2358,391,10,2024-07-11,Incorrect Installation,Assembly Error,High,False,Closed
2359,491,15,2024-07-11,Electrical Failure,Supplier Defect,High,True,Under Investigation
2360,821,18,2024-07-12,Electrical Failure,Design Issue,Medium,False,Closed
2361,777,22,2024-07-12,Noise,Material Failure,Medium,False,Closed
2362,1021,6,2024-07-13,Noise,Material Failure,Medium,False,Closed
2363,497,22,2024-07-13,Incorrect Installation,Assembly Error,Critical,True,Closed
2364,357,7,2024-07-13,Noise,Supplier Defect,Medium,False,Closed
2365,415,19,2024-07-13,Performance Issue,Supplier Defect,Low,False,Closed
2366,440,2,2024-07-13,Performance Issue,Customer Misuse,Medium,False,Closed
2367,104,20,2024-07-13,Performance Issue,Design Issue,High,True,Under Investigation
2368,984,7,2024-07-13,Noise,Manufacturing Error,Low,True,Closed
2369,179,1,2024-07-13,Noise,Manufacturing Error,Medium,True,Closed
2370,1405,5,2024-07-14,Leakage,Supplier Defect,Low,False,Closed
2371,87,20,2024-07-14,Overheating,Customer Misuse,High,False,Closed
2372,927,11,2024-07-14,Leakage,Material Failure,Low,False,Closed
2373,477,22,2024-07-14,Performance Issue,Material Failure,Low,False,Closed
2374,600,5,2024-07-14,Incorrect Installation,Assembly Error,Medium,True,Closed
2375,693,24,2024-07-15,Noise,Supplier Defect,Low,False,Closed
2376,1112,7,2024-07-15,Noise,Supplier Defect,Low,False,Open
2377,642,21,2024-07-15,Electrical Failure,Supplier Defect,High,True,Closed
2378,981,18,2024-07-16,Electrical Failure,Customer Misuse,High,True,Closed
2379,60,25,2024-07-16,Breakage,Manufacturing Error,Medium,True,Closed
2380,1208,5,2024-07-16,Noise,Design Issue,Low,False,Closed
2381,234,27,2024-07-16,Performance Issue,Manufacturing Error,Low,False,Closed
2382,621,27,2024-07-17,Leakage,Material Failure,Critical,True,Closed
2383,15,25,2024-07-17,Noise,Manufacturing Error,Medium,True,Closed
2384,1417,9,2024-07-18,Noise,Manufacturing Error,Low,False,Closed
2385,424,29,2024-07-18,Incorrect Installation,Assembly Error,Critical,True,Closed
2386,892,24,2024-07-18,Breakage,Supplier Defect,Medium,False,Closed
2387,687,15,2024-07-18,Electrical Failure,Supplier Defect,High,True,Closed
2388,214,11,2024-07-19,Leakage,Unknown,Medium,False,Closed
2389,54,7,2024-07-20,Performance Issue,Assembly Error,Medium,False,Closed
2390,970,1,2024-07-20,Noise,Manufacturing Error,Low,True,Closed
2391,126,9,2024-07-20,Noise,Supplier Defect,Medium,False,Closed
2392,389,4,2024-07-20,Breakage,Supplier Defect,Medium,True,Closed
2393,1431,3,2024-07-21,Breakage,Customer Misuse,Critical,True,Closed
2394,1204,11,2024-07-21,Breakage,Design Issue,High,True,Closed
2395,1157,11,2024-07-21,Overheating,Supplier Defect,Low,False,Closed
2396,29,26,2024-07-22,Performance Issue,Design Issue,Low,False,Closed
2397,1041,7,2024-07-22,Leakage,Manufacturing Error,High,True,Closed
2398,339,14,2024-07-22,Noise,Manufacturing Error,Low,False,Closed
2399,378,9,2024-07-23,Breakage,Supplier Defect,High,True,Closed
2400,703,9,2024-07-23,Performance Issue,Supplier Defect,Medium,True,Closed
2401,531,30,2024-07-23,Noise,Design Issue,Medium,False,Closed
2402,614,7,2024-07-23,Noise,Material Failure,High,True,Closed
2403,356,15,2024-07-24,Performance Issue,Customer Misuse,Medium,False,Closed
2404,1387,27,2024-07-24,Performance Issue,Manufacturing Error,Medium,True,Closed
2405,274,9,2024-07-24,Breakage,Manufacturing Error,Medium,True,Closed
2406,818,7,2024-07-24,Noise,Assembly Error,Low,True,Closed
2407,1335,7,2024-07-24,Leakage,Material Failure,Medium,False,Closed
2408,208,26,2024-07-25,Performance Issue,Manufacturing Error,Low,False,Under Investigation
2409,508,29,2024-07-25,Performance Issue,Material Failure,Low,False,Closed
2410,1207,7,2024-07-25,Breakage,Manufacturing Error,High,True,Closed
2411,1353,28,2024-07-25,Noise,Design Issue,Medium,True,Under Investigation
2412,124,15,2024-07-25,Software Error,Supplier Defect,Medium,False,Closed
2413,153,13,2024-07-25,Incorrect Installation,Assembly Error,Low,False,Closed
2414,833,28,2024-07-26,Performance Issue,Customer Misuse,Low,False,Closed
2415,68,12,2024-07-26,Overheating,Supplier Defect,High,True,Closed
2416,738,27,2024-07-26,Noise,Customer Misuse,Low,False,Closed
2417,840,10,2024-07-26,Noise,Supplier Defect,Medium,False,Closed
2418,427,16,2024-07-26,Electrical Failure,Supplier Defect,Medium,True,Closed
2419,182,7,2024-07-27,Leakage,Supplier Defect,High,True,Closed
2420,1092,11,2024-07-27,Leakage,Supplier Defect,Medium,False,Closed
2421,524,4,2024-07-27,Noise,Material Failure,High,False,Closed
2422,1284,13,2024-07-28,Noise,Manufacturing Error,Low,False,Closed
2423,484,27,2024-07-28,Noise,Assembly Error,Low,False,Closed
2424,548,14,2024-07-28,Breakage,Design Issue,Medium,False,Closed
2425,721,23,2024-07-28,Performance Issue,Assembly Error,Low,False,Closed
2426,827,11,2024-07-28,Breakage,Assembly Error,High,False,Closed
2427,332,9,2024-07-28,Breakage,Supplier Defect,High,True,Closed
2428,601,21,2024-07-28,Overheating,Supplier Defect,Medium,False,Closed
2429,890,12,2024-07-29,Leakage,Unknown,Medium,True,Closed
2430,886,3,2024-07-29,Overheating,Material Failure,High,False,Closed
2431,869,13,2024-07-30,Overheating,Material Failure,Critical,False,Closed
2432,189,4,2024-07-30,Breakage,Assembly Error,High,False,Closed
2433,340,14,2024-07-31,Incorrect Installation,Assembly Error,Medium,False,Closed
2434,77,27,2024-07-31,Noise,Material Failure,Low,True,Closed
2435,1390,11,2024-07-31,Leakage,Supplier Defect,High,True,Closed
2436,150,27,2024-07-31,Leakage,Material Failure,Medium,False,Closed
2437,381,7,2024-07-31,Breakage,Material Failure,Medium,False,Closed
2438,1316,22,2024-07-31,Noise,Supplier Defect,High,False,Closed
2439,165,3,2024-07-31,Leakage,Manufacturing Error,Medium,True,Closed
2440,241,27,2024-08-01,Performance Issue,Supplier Defect,Medium,False,Closed
2441,505,18,2024-08-01,Electrical Failure,Supplier Defect,Medium,True,Closed
2442,400,11,2024-08-02,Overheating,Assembly Error,High,True,Closed
2443,318,27,2024-08-02,Noise,Supplier Defect,Medium,False,Closed
2444,323,27,2024-08-02,Performance Issue,Supplier Defect,Medium,False,Closed
2445,988,27,2024-08-02,Leakage,Supplier Defect,Medium,False,Closed
2446,94,9,2024-08-03,Breakage,Supplier Defect,High,False,Closed
2447,1218,7,2024-08-03,Performance Issue,Material Failure,High,True,Under Investigation
2448,1047,24,2024-08-03,Performance Issue,Manufacturing Error,Low,True,Closed
2449,973,7,2024-08-04,Breakage,Manufacturing Error,High,True,Closed
2450,1275,20,2024-08-04,Electrical Failure,Assembly Error,Medium,False,Closed
2451,1326,14,2024-08-04,Breakage,Material Failure,Low,False,Closed
2452,387,7,2024-08-05,Breakage,Design Issue,High,True,Closed
2453,208,13,2024-08-05,Incorrect Installation,Assembly Error,Medium,True,Closed
2454,520,13,2024-08-05,Overheating,Supplier Defect,High,True,Closed
2455,1397,18,2024-08-05,Electrical Failure,Unknown,Medium,True,Closed
2456,332,16,2024-08-06,Software Error,Design Issue,Medium,False,Closed
2457,388,16,2024-08-06,Electrical Failure,Supplier Defect,High,True,Closed
2458,948,6,2024-08-06,Leakage,Assembly Error,Medium,False,Closed
2459,1107,24,2024-08-06,Performance Issue,Manufacturing Error,Low,False,Closed
2460,736,12,2024-08-06,Breakage,Manufacturing Error,High,True,Closed
2461,533,12,2024-08-07,Leakage,Supplier Defect,High,True,Closed
2462,251,21,2024-08-07,Electrical Failure,Supplier Defect,High,True,Closed
2463,278,16,2024-08-07,Software Error,Manufacturing Error,Low,False,Closed
2464,1223,10,2024-08-08,Leakage,Supplier Defect,Medium,False,Closed
2465,1283,13,2024-08-09,Noise,Design Issue,Medium,False,Closed
2466,37,1,2024-08-09,Breakage,Design Issue,High,True,Closed
2467,411,12,2024-08-09,Incorrect Installation,Assembly Error,Medium,False,Closed
2468,1100,27,2024-08-09,Leakage,Customer Misuse,Medium,True,Closed
2469,217,14,2024-08-09,Overheating,Assembly Error,High,False,Closed
2470,296,9,2024-08-10,Leakage,Supplier Defect,High,False,Closed
2471,1232,11,2024-08-10,Overheating,Supplier Defect,High,False,Closed
2472,831,16,2024-08-10,Performance Issue,Customer Misuse,Low,False,Closed
2473,502,5,2024-08-10,Leakage,Material Failure,Critical,True,Closed
2474,251,5,2024-08-10,Noise,Design Issue,Low,False,Closed
2475,292,7,2024-08-10,Performance Issue,Material Failure,High,True,Closed
2476,649,13,2024-08-11,Overheating,Assembly Error,High,False,Closed
2477,1064,9,2024-08-11,Noise,Manufacturing Error,Low,False,Open
2478,42,23,2024-08-11,Noise,Manufacturing Error,Low,False,Closed
2479,470,30,2024-08-11,Noise,Manufacturing Error,Medium,False,Closed
2480,952,5,2024-08-11,Performance Issue,Manufacturing Error,Low,False,Closed
2481,251,27,2024-08-11,Performance Issue,Material Failure,Low,True,Closed
2482,346,24,2024-08-12,Noise,Manufacturing Error,Low,False,Closed
2483,1116,11,2024-08-12,Leakage,Manufacturing Error,High,True,Closed
2484,220,23,2024-08-12,Breakage,Design Issue,Low,True,Closed
2485,705,15,2024-08-12,Performance Issue,Material Failure,Medium,False,Closed
2486,1234,14,2024-08-12,Leakage,Supplier Defect,Low,False,Closed
2487,469,21,2024-08-12,Electrical Failure,Manufacturing Error,High,True,Closed
2488,712,12,2024-08-13,Leakage,Unknown,High,True,Closed
2489,193,17,2024-08-13,Software Error,Supplier Defect,High,True,Closed
2490,1185,4,2024-08-13,Overheating,Supplier Defect,Medium,False,Closed
2491,1209,27,2024-08-14,Leakage,Customer Misuse,Medium,False,Closed
2492,1361,5,2024-08-14,Leakage,Assembly Error,Medium,False,Under Investigation
2493,640,3,2024-08-14,Noise,Design Issue,Medium,False,Closed
2494,1366,24,2024-08-14,Performance Issue,Customer Misuse,Low,False,Closed
2495,596,27,2024-08-14,Noise,Material Failure,Low,False,Closed
2496,1074,27,2024-08-15,Performance Issue,Customer Misuse,Low,False,Closed
2497,446,13,2024-08-15,Overheating,Supplier Defect,Medium,False,Closed
2498,558,10,2024-08-15,Performance Issue,Manufacturing Error,Low,False,Closed
2499,38,10,2024-08-15,Performance Issue,Supplier Defect,Low,False,Closed
2500,314,14,2024-08-15,Leakage,Supplier Defect,High,True,Closed
2501,148,14,2024-08-15,Overheating,Customer Misuse,Low,False,Closed
2502,97,18,2024-08-16,Performance Issue,Manufacturing Error,Low,False,Closed
2503,1379,8,2024-08-16,Noise,Design Issue,Medium,True,Closed
2504,52,23,2024-08-16,Noise,Material Failure,Low,True,Closed
2505,369,21,2024-08-16,Incorrect Installation,Assembly Error,Critical,True,Closed
2506,391,14,2024-08-16,Breakage,Design Issue,High,True,Closed
2507,1354,30,2024-08-16,Breakage,Material Failure,High,True,Closed
2508,688,12,2024-08-17,Breakage,Supplier Defect,Medium,False,Closed
2509,424,28,2024-08-17,Leakage,Customer Misuse,High,True,Closed
2510,359,9,2024-08-17,Leakage,Supplier Defect,Low,False,Closed
2511,1168,17,2024-08-18,Software Error,Supplier Defect,Medium,True,Closed
2512,1166,16,2024-08-18,Performance Issue,Supplier Defect,Low,False,Closed
2513,237,24,2024-08-18,Leakage,Manufacturing Error,Low,False,Closed
2514,1022,27,2024-08-19,Performance Issue,Assembly Error,High,False,Closed
2515,1401,19,2024-08-19,Electrical Failure,Material Failure,Medium,False,Closed
2516,1438,11,2024-08-19,Overheating,Supplier Defect,Medium,False,Closed
2517,1331,12,2024-08-19,Overheating,Supplier Defect,Medium,True,Closed
2518,139,16,2024-08-20,Software Error,Supplier Defect,Critical,True,Closed
2519,801,24,2024-08-20,Breakage,Manufacturing Error,Medium,False,Closed
2520,264,13,2024-08-20,Breakage,Supplier Defect,High,True,Closed
2521,1362,11,2024-08-20,Overheating,Supplier Defect,High,True,Closed
2522,623,12,2024-08-20,Incorrect Installation,Assembly Error,Medium,False,Closed
2523,240,24,2024-08-21,Breakage,Design Issue,Medium,True,Closed
2524,582,21,2024-08-21,Electrical Failure,Manufacturing Error,Medium,False,Closed
2525,550,24,2024-08-21,Leakage,Supplier Defect,Low,True,Closed
2526,596,11,2024-08-21,Overheating,Supplier Defect,Medium,True,Closed
2527,823,13,2024-08-21,Breakage,Assembly Error,Medium,True,Closed
2528,1412,15,2024-08-22,Electrical Failure,Supplier Defect,Medium,False,Closed
2529,129,24,2024-08-22,Incorrect Installation,Assembly Error,High,True,Closed
2530,875,17,2024-08-22,Performance Issue,Supplier Defect,Low,False,Closed
2531,986,28,2024-08-23,Leakage,Material Failure,Low,True,Closed
2532,80,28,2024-08-23,Performance Issue,Manufacturing Error,Low,False,Closed
2533,258,27,2024-08-23,Performance Issue,Supplier Defect,Low,False,Closed
2534,528,16,2024-08-23,Electrical Failure,Manufacturing Error,High,True,Closed
2535,383,24,2024-08-24,Noise,Supplier Defect,High,True,Closed
2536,447,30,2024-08-26,Incorrect Installation,Assembly Error,Medium,True,Closed
2537,951,20,2024-08-26,Electrical Failure,Supplier Defect,Medium,False,Closed
2538,8,18,2024-08-26,Electrical Failure,Manufacturing Error,Medium,True,Closed
2539,1256,8,2024-08-26,Breakage,Unknown,Low,False,Closed
2540,141,22,2024-08-26,Breakage,Material Failure,High,False,Closed
2541,1380,15,2024-08-27,Software Error,Supplier Defect,Medium,False,Closed
2542,908,3,2024-08-27,Performance Issue,Design Issue,Low,False,Closed
2543,274,10,2024-08-27,Breakage,Material Failure,Critical,False,Closed
2544,1435,22,2024-08-27,Noise,Material Failure,Low,False,Closed
2545,673,28,2024-08-28,Performance Issue,Unknown,Low,False,Closed
2546,1284,14,2024-08-28,Overheating,Manufacturing Error,Critical,True,Closed
2547,30,7,2024-08-28,Breakage,Material Failure,Medium,True,Closed
2548,35,15,2024-08-28,Software Error,Supplier Defect,Medium,False,Closed
2549,433,24,2024-08-28,Performance Issue,Manufacturing Error,Medium,True,Closed
2550,116,13,2024-08-28,Leakage,Manufacturing Error,Medium,False,Closed
2551,103,5,2024-08-29,Leakage,Material Failure,Medium,False,Closed
2552,1122,13,2024-08-29,Overheating,Design Issue,Medium,True,Closed
