replacement_id,incident_id,part_id,service_date,replacement_cost,labor_cost,transportation_cost,warranty_status,resolution_date,service_center,part_arrival_date
1478,2429,19,2024-08-05,21229.71,1644.83,1099.23,In Warranty,2024-08-24,Service Center 1,2024-08-22
1479,2443,24,2024-08-06,1135.22,1350.05,124.22,In Warranty,2024-08-14,Service Center 6,2024-08-12
1480,2453,15,2024-08-06,15828.48,999.38,275.94,In Warranty,2024-08-13,Service Center 3,2024-08-08
1481,2445,24,2024-08-06,1094.5,1830.29,37.05,In Warranty,2024-08-09,Service Center 5,2024-08-06
1482,2452,9,2024-08-06,1571.65,1168.84,1793.8,In Warranty,2024-08-21,Service Center 4,2024-08-17
1483,2446,14,2024-08-06,728.46,2776.0,593.3,Out of Warranty,2024-08-18,Service Center 6,2024-08-14
1484,2454,30,2024-08-07,859.67,1354.78,657.09,In Warranty,2024-08-16,Service Center 3,2024-08-12
1485,2455,10,2024-08-07,3686.19,1176.8,750.12,In Warranty,2024-08-14,Service Center 6,2024-08-11
1486,2457,26,2024-08-08,1814.28,4002.19,687.05,In Warranty,2024-08-10,Service Center 4,2024-08-08
1487,2456,16,2024-08-08,1897.63,1902.77,98.75,In Warranty,2024-08-10,Service Center 2,2024-08-08
1488,2464,9,2024-08-09,1633.99,1109.55,1543.88,In Warranty,2024-09-02,Service Center 1,2024-08-27
1489,2469,11,2024-08-09,2376.01,1687.4,40.63,In Warranty,2024-08-13,Service Center 2,2024-08-09
1490,2449,15,2024-08-09,14734.34,1012.01,266.54,In Warranty,2024-08-16,Service Center 1,2024-08-12
1491,2460,18,2024-08-09,10344.0,1395.86,672.21,In Warranty,2024-08-22,Service Center 1,2024-08-18
1492,2468,27,2024-08-10,8083.6,2140.92,2091.81,Out of Warranty,2024-08-23,Service Center 1,2024-08-19
1493,2467,24,2024-08-11,1083.08,1643.62,137.98,In Warranty,2024-08-17,Service Center 2,2024-08-12
1494,2465,24,2024-08-11,1116.58,2035.38,161.51,In Warranty,2024-08-17,Service Center 2,2024-08-12
1495,2462,8,2024-08-11,1890.25,994.22,1367.91,In Warranty,2024-09-12,Service Center 2,2024-09-09
1496,2485,26,2024-08-12,1717.93,5524.72,2045.85,In Warranty,2024-08-30,Service Center 1,2024-08-26
1497,2475,14,2024-08-12,764.18,1880.16,657.93,In Warranty,2024-08-17,Service Center 2,2024-08-14
1498,2474,8,2024-08-13,1774.85,764.78,353.53,In Warranty,2024-08-15,Service Center 1,2024-08-13
1499,2482,15,2024-08-13,15367.0,996.19,79.29,In Warranty,2024-08-14,Service Center 3,2024-08-13
1500,2478,16,2024-08-13,1992.79,1504.76,220.5,Out of Warranty,2024-08-21,Service Center 6,2024-08-16
1501,2483,10,2024-08-14,3788.05,849.11,742.84,In Warranty,2024-08-22,Service Center 1,2024-08-16
1502,2484,9,2024-08-15,1493.43,1083.09,467.28,In Warranty,2024-08-18,Service Center 3,2024-08-15
1503,2489,16,2024-08-15,2028.17,1577.47,318.68,Out of Warranty,2024-08-23,Service Center 1,2024-08-19
1504,2488,30,2024-08-15,897.21,1117.7,140.79,In Warranty,2024-08-22,Service Center 4,2024-08-15
1505,2494,7,2024-08-15,949.96,1283.78,120.65,Out of Warranty,2024-08-18,Service Center 4,2024-08-16
1506,2493,15,2024-08-16,14319.03,1348.25,100.63,In Warranty,2024-08-23,Service Center 5,2024-08-16
1507,2490,27,2024-08-16,8992.27,2617.72,1750.12,In Warranty,2024-08-21,Service Center 6,2024-08-20
1508,2491,5,2024-08-16,3091.8,1690.91,681.45,Out of Warranty,2024-08-21,Service Center 1,2024-08-19
1509,2491,6,2024-08-16,2627.79,783.35,1343.64,Out of Warranty,2024-08-21,Service Center 1,2024-08-19
1510,2503,18,2024-08-18,9589.06,1220.45,526.16,In Warranty,2024-09-01,Service Center 7,2024-08-29
1511,2509,9,2024-08-18,1555.43,906.64,1641.83,Out of Warranty,2024-08-30,Service Center 2,2024-08-22
1512,2504,29,2024-08-18,5095.79,2531.22,293.33,Out of Warranty,2024-08-19,Service Center 2,2024-08-18
1513,2502,16,2024-08-18,1805.68,1265.78,297.87,Out of Warranty,2024-08-28,Service Center 7,2024-08-27
1514,2500,15,2024-08-19,14379.34,1512.72,235.49,In Warranty,2024-08-26,Service Center 4,2024-08-24
1515,2505,27,2024-08-19,9330.32,2145.03,2225.96,In Warranty,2024-08-30,Service Center 8,2024-08-27
1516,2450,30,2024-08-19,926.89,1337.48,584.78,In Warranty,2024-09-03,Service Center 5,2024-08-28
1517,2500,18,2024-08-19,10382.69,652.14,597.36,In Warranty,2024-08-26,Service Center 4,2024-08-24
1518,2508,3,2024-08-20,18765.45,4134.27,1975.13,In Warranty,2024-08-29,Service Center 7,2024-08-28
1519,2511,14,2024-08-20,673.04,1740.15,572.3,In Warranty,2024-08-31,Service Center 8,2024-08-26
1520,2511,12,2024-08-20,4566.99,671.24,880.83,In Warranty,2024-08-31,Service Center 8,2024-08-26
1521,2526,12,2024-08-21,4381.36,1517.7,958.28,In Warranty,2024-08-29,Service Center 2,2024-08-28
1522,2518,4,2024-08-21,2989.63,5729.62,68.12,Out of Warranty,2024-08-26,Service Center 3,2024-08-21
1523,2522,7,2024-08-22,858.37,1385.54,167.91,In Warranty,2024-08-25,Service Center 1,2024-08-23
1524,2512,23,2024-08-23,2010.45,1704.38,1124.92,In Warranty,2024-08-29,Service Center 5,2024-08-27
1525,2516,13,2024-08-23,479.82,2895.77,1424.8,In Warranty,2024-08-31,Service Center 5,2024-08-27
1526,2527,28,2024-08-24,373.5,1782.74,286.54,In Warranty,2024-08-27,Service Center 7,2024-08-25
1527,2514,26,2024-08-24,1666.06,4831.32,511.19,In Warranty,2024-08-26,Service Center 3,2024-08-24
1528,2517,30,2024-08-25,873.2,817.13,582.29,In Warranty,2024-09-02,Service Center 6,2024-09-01
1529,2521,15,2024-08-26,14823.48,1592.17,241.53,In Warranty,2024-09-02,Service Center 5,2024-08-27
1530,2524,16,2024-08-26,2076.96,1632.93,71.11,In Warranty,2024-08-31,Service Center 8,2024-08-26
1531,2542,9,2024-08-28,1593.13,1221.49,495.87,Out of Warranty,2024-08-30,Service Center 7,2024-08-28
1532,2544,8,2024-08-29,1900.04,1318.29,339.17,In Warranty,2024-08-31,Service Center 3,2024-08-29
1533,2536,7,2024-08-29,907.65,944.04,163.32,In Warranty,2024-09-01,Service Center 3,2024-08-31
1534,2552,22,2024-08-30,2840.54,2112.83,1302.3,In Warranty,2024-09-12,Service Center 3,2024-09-11
1535,2547,18,2024-08-30,10283.28,1510.33,706.27,Out of Warranty,2024-09-05,Service Center 1,2024-09-02
1536,2550,26,2024-08-31,1820.48,7715.69,2292.3,Out of Warranty,2024-09-11,Service Center 3,2024-09-08
1537,2555,6,2024-08-31,2409.26,1611.74,440.46,In Warranty,2024-09-02,Service Center 1,2024-08-31
1538,2556,25,2024-08-31,5851.36,6711.37,798.84,In Warranty,2024-09-04,Service Center 1,2024-09-01
1539,2557,11,2024-08-31,2398.11,2317.87,129.09,In Warranty,2024-09-07,Service Center 1,2024-09-02
1540,2558,9,2024-09-01,1437.57,885.78,1494.14,In Warranty,2024-09-15,Service Center 5,2024-09-07
1541,2543,9,2024-09-01,1535.29,1132.37,1556.59,In Warranty,2024-09-11,Service Center 4,2024-09-07
1542,2540,3,2024-09-01,18263.33,3957.9,672.26,Out of Warranty,2024-09-04,Service Center 2,2024-09-01
1543,2540,1,2024-09-01,1157.09,1622.67,791.28,Out of Warranty,2024-09-04,Service Center 2,2024-09-01
1544,2564,8,2024-09-03,1797.05,767.62,1391.57,In Warranty,2024-09-08,Service Center 6,2024-09-05
1545,2537,28,2024-09-03,371.21,1919.47,186.19,In Warranty,2024-09-08,Service Center 7,2024-09-05
1546,2565,30,2024-09-03,841.03,988.81,202.33,In Warranty,2024-09-07,Service Center 2,2024-09-03
1547,2569,20,2024-09-03,5186.63,2265.63,1606.56,In Warranty,2024-09-19,Service Center 4,2024-09-14
1548,2578,26,2024-09-06,1719.11,4248.42,1585.3,In Warranty,2024-09-19,Service Center 4,2024-09-16
1549,2574,7,2024-09-06,923.02,1328.23,180.68,In Warranty,2024-09-12,Service Center 7,2024-09-09
1550,2586,12,2024-09-06,4568.57,2553.23,1035.5,In Warranty,2024-09-14,Service Center 1,2024-09-11
1551,2579,16,2024-09-07,2072.68,1937.49,242.88,In Warranty,2024-09-13,Service Center 3,2024-09-10
1552,2572,5,2024-09-07,3334.1,1925.46,169.6,In Warranty,2024-09-08,Service Center 4,2024-09-07
1553,2582,7,2024-09-07,889.94,1016.82,147.36,In Warranty,2024-09-18,Service Center 4,2024-09-13
1554,2572,6,2024-09-07,2384.08,770.6,466.13,In Warranty,2024-09-08,Service Center 4,2024-09-07
1555,2583,18,2024-09-08,9173.74,1115.95,629.87,In Warranty,2024-09-17,Service Center 6,2024-09-14
1556,2587,8,2024-09-08,1893.95,1220.81,1382.92,In Warranty,2024-09-14,Service Center 2,2024-09-13
1557,2576,4,2024-09-08,2831.24,4672.63,235.11,In Warranty,2024-09-11,Service Center 1,2024-09-10
1558,2575,22,2024-09-08,2852.27,2019.73,1228.3,In Warranty,2024-09-18,Service Center 2,2024-09-14
1559,2562,3,2024-09-08,17779.51,5219.61,2295.32,In Warranty,2024-10-05,Service Center 4,2024-10-02
1560,2591,20,2024-09-09,5320.24,2396.65,1045.79,In Warranty,2024-09-20,Service Center 1,2024-09-17
1561,2566,13,2024-09-09,464.36,1475.33,1666.45,In Warranty,2024-09-28,Service Center 4,2024-09-26
1562,2566,12,2024-09-09,4608.38,629.77,924.52,In Warranty,2024-09-28,Service Center 4,2024-09-26
1563,2603,11,2024-09-10,2317.26,1716.48,124.55,In Warranty,2024-09-16,Service Center 1,2024-09-11
1564,2601,30,2024-09-10,851.42,894.69,134.57,Out of Warranty,2024-09-12,Service Center 4,2024-09-10
1565,2589,26,2024-09-10,1692.14,5832.01,1870.8,In Warranty,2024-09-17,Service Center 3,2024-09-15
1566,2597,8,2024-09-10,1937.42,1010.68,1089.9,In Warranty,2024-09-24,Service Center 1,2024-09-21
1567,2598,5,2024-09-10,3354.72,1951.5,658.42,In Warranty,2024-09-17,Service Center 6,2024-09-15
1568,2616,3,2024-09-11,20256.89,4297.14,1632.83,Out of Warranty,2024-09-28,Service Center 1,2024-09-24
1569,2614,28,2024-09-11,374.75,1733.4,206.93,In Warranty,2024-09-13,Service Center 3,2024-09-11
1570,2614,27,2024-09-11,8219.49,700.1,1583.88,In Warranty,2024-09-13,Service Center 3,2024-09-11
1571,2612,22,2024-09-12,2475.96,2003.61,444.39,In Warranty,2024-09-16,Service Center 3,2024-09-12
1572,2584,27,2024-09-12,8448.0,2062.93,1839.82,In Warranty,2024-09-29,Service Center 6,2024-09-28
1573,2606,19,2024-09-12,23720.12,2051.69,375.72,In Warranty,2024-09-13,Service Center 2,2024-09-12
1574,2607,28,2024-09-12,348.18,2498.33,188.46,In Warranty,2024-09-17,Service Center 8,2024-09-13
1575,2600,21,2024-09-13,3761.96,1927.67,1269.73,In Warranty,2024-10-16,Service Center 5,2024-10-07
1576,2611,22,2024-09-13,2479.88,1566.36,1578.37,In Warranty,2024-09-29,Service Center 3,2024-09-21
1577,2610,7,2024-09-13,951.59,1454.79,50.95,In Warranty,2024-09-15,Service Center 1,2024-09-13
1578,2599,8,2024-09-13,1905.83,984.39,965.64,In Warranty,2024-09-28,Service Center 5,2024-09-18
1579,2599,10,2024-09-13,3814.63,467.18,672.53,In Warranty,2024-09-28,Service Center 5,2024-09-18
1580,2626,11,2024-09-14,2301.15,2158.07,40.56,Out of Warranty,2024-09-19,Service Center 1,2024-09-14
1581,2617,16,2024-09-14,1937.58,1920.32,93.28,In Warranty,2024-09-18,Service Center 5,2024-09-14
1582,2580,24,2024-09-14,1194.46,1668.74,165.34,Out of Warranty,2024-09-20,Service Center 5,2024-09-16
1583,2621,25,2024-09-14,5200.28,5477.45,1085.05,In Warranty,2024-09-19,Service Center 6,2024-09-16
1584,2627,1,2024-09-14,1200.79,3227.39,852.41,In Warranty,2024-09-15,Service Center 1,2024-09-14
1585,2630,22,2024-09-15,2493.95,1915.48,466.05,In Warranty,2024-09-19,Service Center 4,2024-09-15
1586,2622,30,2024-09-15,888.72,1020.32,532.44,Out of Warranty,2024-09-19,Service Center 3,2024-09-18
1587,2629,14,2024-09-15,681.81,2000.3,647.73,Out of Warranty,2024-09-22,Service Center 6,2024-09-21
1588,2633,1,2024-09-16,1171.24,4400.69,1896.33,In Warranty,2024-10-03,Service Center 5,2024-09-20
1589,2625,12,2024-09-16,4524.81,2782.0,1226.14,In Warranty,2024-09-28,Service Center 3,2024-09-22
1590,2628,13,2024-09-16,430.12,2671.86,1345.69,Out of Warranty,2024-09-23,Service Center 6,2024-09-20
1591,2636,15,2024-09-17,14837.86,1035.19,293.31,Out of Warranty,2024-09-24,Service Center 2,2024-09-20
1592,2640,23,2024-09-17,2253.58,1260.54,273.06,In Warranty,2024-09-21,Service Center 1,2024-09-17
1593,2648,22,2024-09-17,2824.05,2079.11,1371.46,In Warranty,2024-10-03,Service Center 6,2024-09-30
1594,2624,18,2024-09-17,9945.79,1686.84,465.74,In Warranty,2024-09-21,Service Center 3,2024-09-20
1595,2624,15,2024-09-17,15172.02,691.04,208.68,In Warranty,2024-09-21,Service Center 3,2024-09-20
1596,2650,18,2024-09-18,9196.75,1570.8,600.28,In Warranty,2024-10-04,Service Center 2,2024-09-26
1597,2642,7,2024-09-18,900.46,1426.25,57.59,In Warranty,2024-09-19,Service Center 1,2024-09-18
1598,2649,11,2024-09-18,2144.08,2726.74,152.19,In Warranty,2024-09-29,Service Center 6,2024-09-23
1599,2639,11,2024-09-19,2337.92,2335.55,185.07,Out of Warranty,2024-09-27,Service Center 2,2024-09-23
1600,2652,24,2024-09-19,1167.16,1775.07,38.86,In Warranty,2024-09-21,Service Center 1,2024-09-19
1601,2638,27,2024-09-19,8837.64,1979.98,667.3,In Warranty,2024-09-29,Service Center 5,2024-09-19
1602,2645,7,2024-09-20,935.34,1392.31,182.32,In Warranty,2024-09-25,Service Center 6,2024-09-21
1603,2593,18,2024-09-20,9293.49,1219.71,167.22,In Warranty,2024-09-22,Service Center 6,2024-09-20
1604,2646,16,2024-09-20,1885.42,1943.27,89.81,In Warranty,2024-09-22,Service Center 3,2024-09-20
1605,2613,5,2024-09-20,3352.24,1242.38,633.46,In Warranty,2024-09-29,Service Center 7,2024-09-25
1606,2644,15,2024-09-21,15722.04,1091.24,292.94,In Warranty,2024-10-01,Service Center 7,2024-09-27
1607,2666,30,2024-09-22,855.83,1415.93,598.95,Out of Warranty,2024-10-05,Service Center 5,2024-09-30
1608,2651,13,2024-09-22,452.46,2753.83,1226.09,In Warranty,2024-09-28,Service Center 4,2024-09-26
1609,2664,27,2024-09-22,9011.06,2724.26,712.66,In Warranty,2024-09-23,Service Center 1,2024-09-22
1610,2660,13,2024-09-23,460.95,2348.16,1595.99,In Warranty,2024-10-03,Service Center 2,2024-09-30
1611,2667,9,2024-09-23,1580.13,857.7,422.13,In Warranty,2024-09-27,Service Center 6,2024-09-23
1612,2677,5,2024-09-23,3122.1,1476.83,511.31,In Warranty,2024-10-01,Service Center 3,2024-09-29
1613,2660,14,2024-09-23,766.91,633.16,755.35,In Warranty,2024-10-03,Service Center 2,2024-09-30
1614,2673,20,2024-09-24,5249.05,1404.28,1537.32,In Warranty,2024-10-13,Service Center 4,2024-10-06
1615,2665,28,2024-09-24,371.71,2389.33,265.43,In Warranty,2024-10-03,Service Center 2,2024-09-26
1616,2674,16,2024-09-24,2068.1,1473.91,305.01,In Warranty,2024-10-02,Service Center 6,2024-09-28
1617,2605,9,2024-09-24,1440.0,1390.93,1407.26,In Warranty,2024-10-18,Service Center 5,2024-10-16
1618,2668,11,2024-09-25,2228.17,2422.65,184.32,In Warranty,2024-10-05,Service Center 6,2024-09-27
1619,2687,15,2024-09-25,15056.08,1131.69,212.02,In Warranty,2024-10-11,Service Center 3,2024-10-07
1620,2657,15,2024-09-26,14257.71,1012.57,242.93,In Warranty,2024-10-02,Service Center 8,2024-09-30
1621,2679,11,2024-09-26,2176.27,1652.97,171.25,In Warranty,2024-10-01,Service Center 3,2024-09-27
1622,2663,21,2024-09-26,3731.58,2409.56,545.34,In Warranty,2024-09-30,Service Center 4,2024-09-26
1623,2690,16,2024-09-27,1938.54,1854.55,89.9,In Warranty,2024-09-30,Service Center 1,2024-09-27
1624,2691,10,2024-09-27,3542.1,847.74,491.8,Out of Warranty,2024-10-03,Service Center 1,2024-09-28
1625,2692,16,2024-09-28,1834.89,1270.98,260.81,In Warranty,2024-10-08,Service Center 3,2024-10-05
1626,2680,30,2024-09-28,895.79,1461.65,166.19,In Warranty,2024-09-30,Service Center 7,2024-09-28
1627,2695,17,2024-09-28,6684.51,1396.65,267.9,In Warranty,2024-10-03,Service Center 1,2024-10-01
1628,2700,4,2024-09-29,2712.98,3656.93,187.92,In Warranty,2024-10-03,Service Center 3,2024-09-30
1629,2707,28,2024-09-30,361.3,1819.89,247.34,Out of Warranty,2024-10-06,Service Center 3,2024-10-02
1630,2701,1,2024-09-30,1203.73,4703.97,670.0,Out of Warranty,2024-10-01,Service Center 1,2024-09-30
1631,2693,16,2024-09-30,2037.73,1348.15,294.97,In Warranty,2024-10-07,Service Center 2,2024-10-02
1632,2685,15,2024-09-30,14076.34,1704.43,289.44,In Warranty,2024-10-09,Service Center 5,2024-10-04
1633,2683,21,2024-09-30,4049.4,2222.14,1777.17,Out of Warranty,2024-10-29,Service Center 8,2024-10-23
1634,2710,25,2024-10-01,5867.49,4840.94,769.9,In Warranty,2024-10-08,Service Center 2,2024-10-05
1635,2708,6,2024-10-01,2413.97,2004.03,1575.14,In Warranty,2024-10-19,Service Center 1,2024-10-16
1636,2718,7,2024-10-03,922.58,921.89,58.28,Out of Warranty,2024-10-05,Service Center 1,2024-10-03
1637,2719,12,2024-10-03,4306.17,1845.05,1106.99,In Warranty,2024-10-14,Service Center 1,2024-10-09
1638,2711,22,2024-10-03,2491.75,2128.96,1588.61,In Warranty,2024-10-24,Service Center 6,2024-10-23
1639,2717,22,2024-10-03,2584.19,2360.61,463.8,In Warranty,2024-10-05,Service Center 1,2024-10-03
1640,2726,29,2024-10-04,4788.1,2862.58,1325.66,In Warranty,2024-10-22,Service Center 2,2024-10-15
1641,2721,8,2024-10-04,1747.91,1224.42,1117.63,In Warranty,2024-10-25,Service Center 6,2024-10-23
1642,2725,8,2024-10-04,1756.86,1271.47,309.95,Out of Warranty,2024-10-06,Service Center 2,2024-10-04
1643,2732,16,2024-10-05,1880.51,1076.39,324.59,In Warranty,2024-10-12,Service Center 1,2024-10-10
1644,2702,11,2024-10-05,2366.59,1648.02,148.88,In Warranty,2024-10-09,Service Center 5,2024-10-07
1645,2739,14,2024-10-06,740.32,2565.23,682.1,In Warranty,2024-10-11,Service Center 2,2024-10-08
1646,2712,6,2024-10-06,2582.85,2231.18,351.48,Out of Warranty,2024-10-10,Service Center 3,2024-10-06
1647,2736,9,2024-10-06,1482.8,1196.16,1540.45,In Warranty,2024-10-22,Service Center 7,2024-10-20
1648,2727,11,2024-10-07,2328.29,2634.53,185.31,In Warranty,2024-10-12,Service Center 8,2024-10-08
1649,2737,16,2024-10-07,1925.69,1362.79,270.42,In Warranty,2024-10-11,Service Center 6,2024-10-10
1650,2729,17,2024-10-07,7134.75,1877.52,99.52,In Warranty,2024-10-08,Service Center 6,2024-10-07
1651,2745,22,2024-10-07,2740.66,2266.6,1503.23,In Warranty,2024-10-19,Service Center 3,2024-10-18
1652,2752,24,2024-10-09,1179.47,2289.13,129.25,Out of Warranty,2024-10-17,Service Center 6,2024-10-11
1653,2735,10,2024-10-09,3516.79,836.72,191.96,In Warranty,2024-10-10,Service Center 4,2024-10-09
1654,2750,25,2024-10-09,5192.64,5152.35,1077.73,In Warranty,2024-10-12,Service Center 2,2024-10-11
1655,2742,15,2024-10-09,15826.44,1496.63,285.17,In Warranty,2024-10-22,Service Center 2,2024-10-20
1656,2760,11,2024-10-09,2322.72,2589.84,180.62,Out of Warranty,2024-10-12,Service Center 1,2024-10-10
1657,2759,27,2024-10-10,8497.8,3303.37,1998.28,In Warranty,2024-10-20,Service Center 3,2024-10-17
1658,2758,9,2024-10-10,1466.1,894.0,513.08,In Warranty,2024-10-17,Service Center 5,2024-10-10
1659,2746,27,2024-10-11,9069.22,2949.93,1666.09,In Warranty,2024-10-21,Service Center 2,2024-10-19
1660,2769,15,2024-10-12,14375.42,1739.48,94.81,In Warranty,,Service Center 8,2024-10-12
1661,2749,26,2024-10-12,1716.62,7155.81,679.34,In Warranty,2024-10-19,Service Center 2,2024-10-12
1662,2773,23,2024-10-12,2204.28,1326.87,1254.98,In Warranty,2024-11-12,Service Center 3,2024-11-08
1663,2776,21,2024-10-12,4237.05,1722.35,1611.23,In Warranty,2024-10-20,Service Center 3,2024-10-18
1664,2762,28,2024-10-12,347.65,2579.31,266.98,In Warranty,2024-10-16,Service Center 1,2024-10-15
1665,2748,22,2024-10-13,2612.01,1834.47,1138.26,In Warranty,2024-10-17,Service Center 6,2024-10-16
1666,2777,9,2024-10-13,1478.7,860.92,1786.13,In Warranty,2024-10-29,Service Center 1,2024-10-25
1667,2768,12,2024-10-14,4215.71,2782.31,1317.15,In Warranty,2024-10-21,Service Center 2,2024-10-18
1668,2767,22,2024-10-14,2778.06,1528.4,1124.29,In Warranty,2024-10-31,Service Center 5,2024-10-30
1669,2765,10,2024-10-14,3595.54,926.26,585.96,In Warranty,2024-10-20,Service Center 6,2024-10-14
1670,2781,12,2024-10-15,4122.03,1721.37,1217.24,In Warranty,2024-10-30,Service Center 3,2024-10-25
1671,2763,6,2024-10-15,2445.38,1422.06,355.72,In Warranty,2024-10-16,Service Center 7,2024-10-15
1672,2775,3,2024-10-15,18240.73,3668.41,2068.18,In Warranty,2024-10-25,Service Center 3,2024-10-21
1673,2780,23,2024-10-15,2012.51,1684.75,1063.56,In Warranty,,Service Center 6,2024-10-29
1674,2764,18,2024-10-15,10032.39,1185.5,175.85,In Warranty,2024-10-16,Service Center 8,2024-10-15
1675,2783,16,2024-10-16,2039.29,1391.85,299.71,In Warranty,2024-10-21,Service Center 2,2024-10-20
1676,2789,16,2024-10-16,1836.81,1323.07,270.62,In Warranty,2024-10-21,Service Center 1,2024-10-19
1677,2788,14,2024-10-17,733.12,2791.48,582.36,In Warranty,2024-11-07,Service Center 5,2024-10-28
1678,2782,24,2024-10-17,1128.48,2265.53,142.68,In Warranty,2024-10-24,Service Center 4,2024-10-18
1679,2772,16,2024-10-17,1871.56,1291.5,329.02,In Warranty,2024-10-29,Service Center 7,2024-10-22
1680,2771,21,2024-10-17,4223.23,1394.64,507.61,Out of Warranty,2024-10-23,Service Center 5,2024-10-17
1681,2747,4,2024-10-17,2865.95,5193.19,208.48,In Warranty,2024-10-25,Service Center 5,2024-10-20
1682,2792,27,2024-10-18,8776.16,2107.96,595.28,In Warranty,2024-10-20,Service Center 1,2024-10-18
1683,2751,1,2024-10-18,1196.85,3174.18,2793.77,In Warranty,2024-11-05,Service Center 2,2024-11-01
1684,2795,22,2024-10-19,2818.59,1265.19,1473.75,In Warranty,2024-11-07,Service Center 7,2024-11-03
1685,2796,8,2024-10-19,1861.59,1350.27,371.34,In Warranty,2024-10-22,Service Center 4,2024-10-19
1686,2797,18,2024-10-19,10085.71,1100.19,684.69,Out of Warranty,2024-10-27,Service Center 4,2024-10-26
1687,2801,7,2024-10-20,981.22,1029.13,139.25,In Warranty,2024-10-25,Service Center 1,2024-10-21
1688,2803,16,2024-10-20,1884.58,1833.94,259.16,In Warranty,2024-10-26,Service Center 6,2024-10-23
1689,2810,29,2024-10-21,5029.75,2034.2,959.45,In Warranty,2024-11-03,Service Center 8,2024-11-02
1690,2804,9,2024-10-22,1617.81,1117.28,1693.46,In Warranty,2024-11-11,Service Center 5,2024-11-01
1691,2798,24,2024-10-22,1133.2,1278.95,157.89,In Warranty,2024-10-27,Service Center 6,2024-10-25
1692,2800,28,2024-10-22,337.29,2706.34,201.0,In Warranty,2024-10-24,Service Center 4,2024-10-23
1693,2814,10,2024-10-22,3432.22,967.88,200.93,Out of Warranty,2024-10-23,Service Center 1,2024-10-22
1694,2820,1,2024-10-23,1266.68,5266.28,2192.14,In Warranty,2024-10-29,Service Center 7,2024-10-26
1695,2807,22,2024-10-23,2538.09,1407.05,397.1,Out of Warranty,2024-10-24,Service Center 2,2024-10-23
1696,2813,14,2024-10-23,666.34,2277.13,503.61,In Warranty,2024-11-01,Service Center 3,2024-10-30
1697,2811,8,2024-10-23,1972.97,1133.57,1196.68,Out of Warranty,2024-10-25,Service Center 8,2024-10-24
1698,2819,6,2024-10-23,2304.05,1236.76,343.48,Out of Warranty,2024-11-02,Service Center 7,2024-10-23
1699,2811,9,2024-10-23,1441.58,586.57,1553.97,Out of Warranty,2024-10-25,Service Center 8,2024-10-24
1700,2833,14,2024-10-24,704.33,1691.15,533.25,In Warranty,2024-10-30,Service Center 2,2024-10-28
1701,2827,21,2024-10-24,4223.61,1948.48,487.15,In Warranty,2024-10-31,Service Center 2,2024-10-24
1702,2815,20,2024-10-24,4976.03,1537.36,436.06,In Warranty,2024-10-28,Service Center 3,2024-10-24
1703,2827,19,2024-10-24,24004.22,752.37,329.55,In Warranty,2024-10-31,Service Center 2,2024-10-24
1704,2823,24,2024-10-25,1085.97,2082.41,49.22,In Warranty,2024-10-28,Service Center 1,2024-10-25
1705,2831,12,2024-10-25,4530.04,1858.73,334.79,In Warranty,2024-10-28,Service Center 7,2024-10-25
1706,2828,23,2024-10-26,2289.32,1626.54,1338.69,In Warranty,2024-11-04,Service Center 7,2024-10-27
1707,2808,24,2024-10-26,1180.9,2123.85,147.71,In Warranty,2024-10-30,Service Center 1,2024-10-27
1708,2834,18,2024-10-26,9907.25,1410.71,642.0,In Warranty,2024-11-16,Service Center 3,2024-11-12
1709,2836,18,2024-10-26,10100.27,1159.38,663.46,In Warranty,2024-11-09,Service Center 1,2024-11-06
1710,2829,7,2024-10-27,900.08,1079.38,165.28,In Warranty,2024-11-03,Service Center 6,2024-10-29
1711,2840,12,2024-10-27,4536.57,2600.1,267.39,In Warranty,2024-11-05,Service Center 6,2024-10-27
1712,2821,15,2024-10-27,15149.36,1705.89,239.08,Out of Warranty,2024-10-31,Service Center 6,2024-10-28
1713,2842,11,2024-10-28,2094.75,2912.43,151.49,In Warranty,2024-10-30,Service Center 8,2024-10-29
1714,2845,22,2024-10-28,2658.95,1541.28,1502.14,In Warranty,2024-11-07,Service Center 1,2024-11-04
1715,2849,12,2024-10-28,4478.06,1568.23,1336.66,In Warranty,2024-11-05,Service Center 6,2024-11-02
1716,2842,12,2024-10-28,4238.98,597.98,986.73,In Warranty,2024-10-30,Service Center 8,2024-10-29
1717,2851,20,2024-10-29,5339.24,2120.43,1186.62,In Warranty,2024-11-10,Service Center 3,2024-11-08
1718,2816,16,2024-10-30,1951.5,1111.91,262.26,In Warranty,2024-11-08,Service Center 5,2024-11-05
1719,2817,17,2024-10-31,7001.98,1179.71,80.02,In Warranty,2024-11-06,Service Center 5,2024-10-31
1720,2855,10,2024-10-31,3710.78,967.51,661.1,In Warranty,2024-11-06,Service Center 4,2024-11-04
1721,2869,9,2024-11-01,1630.5,793.91,1656.37,In Warranty,2024-11-26,Service Center 3,2024-11-22
1722,2853,9,2024-11-01,1559.87,983.53,1720.59,In Warranty,2024-11-17,Service Center 2,2024-11-13
1723,2860,17,2024-11-01,6486.52,1856.28,299.48,In Warranty,2024-11-10,Service Center 1,2024-11-07
1724,2858,19,2024-11-01,21266.6,1610.86,1584.12,In Warranty,2024-11-14,Service Center 1,2024-11-11
