vehicle_id,model,production_year,production_line,factory,fuel_type
954,City Hatchback,2024,F1-L2,Factory 1,Petrol
955,Electric Crossover,2024,F1-L2,Factory 1,Electric
956,Compact SUV,2024,F3-L1,Factory 3,Diesel
957,City Hatchback,2024,F1-L2,Factory 1,Petrol
958,Electric Crossover,2024,F1-L2,Factory 1,Electric
959,Pickup Truck,2024,F3-L2,Factory 3,Diesel
960,Compact Sedan,2024,F2-L1,Factory 2,Petrol
961,Compact Sedan,2024,F2-L2,Factory 2,Hybrid
962,Family SUV,2024,F3-L1,Factory 3,Petrol
963,Electric Crossover,2024,F1-L2,Factory 1,Electric
964,Compact Sedan,2024,F2-L1,Factory 2,Petrol
965,Compact SUV,2024,F3-L1,Factory 3,Hybrid
966,City Hatchback,2024,F1-L1,Factory 1,Diesel
967,Compact SUV,2024,F2-L2,Factory 2,Petrol
968,Electric Crossover,2024,F1-L2,Factory 1,Electric
969,Compact SUV,2024,F2-L2,Factory 2,Hybrid
970,Compact Sedan,2024,F2-L1,Factory 2,Diesel
971,Family SUV,2024,F3-L1,Factory 3,Petrol
972,Electric Crossover,2024,F1-L2,Factory 1,Electric
973,City Hatchback,2024,F1-L2,Factory 1,Hybrid
974,Family SUV,2024,F3-L1,Factory 3,Diesel
975,Family SUV,2024,F3-L2,Factory 3,Hybrid
976,Compact SUV,2024,F2-L2,Factory 2,Diesel
977,City Hatchback,2024,F1-L1,Factory 1,Petrol
978,Pickup Truck,2024,F3-L2,Factory 3,Diesel
979,Compact SUV,2024,F3-L1,Factory 3,Petrol
980,Compact SUV,2024,F3-L1,Factory 3,Hybrid
981,Family SUV,2024,F3-L2,Factory 3,Diesel
982,City Hatchback,2024,F1-L2,Factory 1,Diesel
983,City Hatchback,2024,F1-L2,Factory 1,Hybrid
984,Family SUV,2024,F3-L1,Factory 3,Diesel
985,Compact Sedan,2024,F2-L1,Factory 2,Petrol
986,Family SUV,2024,F3-L1,Factory 3,Diesel
987,Electric Crossover,2024,F1-L2,Factory 1,Electric
988,Family SUV,2024,F3-L1,Factory 3,Petrol
989,Family SUV,2024,F3-L2,Factory 3,Petrol
990,City Hatchback,2024,F1-L1,Factory 1,Petrol
991,Compact Sedan,2024,F2-L1,Factory 2,Diesel
992,Pickup Truck,2024,F3-L2,Factory 3,Diesel
993,Family SUV,2024,F3-L1,Factory 3,Petrol
994,City Hatchback,2024,F1-L1,Factory 1,Diesel
995,Family SUV,2024,F3-L2,Factory 3,Diesel
996,Compact Sedan,2024,F2-L1,Factory 2,Diesel
997,Family SUV,2024,F3-L2,Factory 3,Petrol
998,Compact SUV,2024,F3-L1,Factory 3,Hybrid
999,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1000,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1001,Electric Crossover,2024,F1-L2,Factory 1,Electric
1002,Compact Sedan,2024,F2-L2,Factory 2,Diesel
1003,City Hatchback,2024,F1-L1,Factory 1,Petrol
1004,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1005,City Hatchback,2024,F1-L2,Factory 1,Petrol
1006,Electric Crossover,2024,F1-L2,Factory 1,Electric
1007,Compact SUV,2024,F3-L1,Factory 3,Diesel
1008,Electric Crossover,2024,F1-L2,Factory 1,Electric
1009,Compact SUV,2024,F3-L1,Factory 3,Diesel
1010,Compact SUV,2024,F3-L1,Factory 3,Diesel
1011,City Hatchback,2024,F1-L1,Factory 1,Diesel
1012,City Hatchback,2024,F1-L1,Factory 1,Petrol
1013,Compact SUV,2024,F3-L1,Factory 3,Diesel
1014,City Hatchback,2024,F1-L2,Factory 1,Hybrid
1015,City Hatchback,2024,F1-L1,Factory 1,Hybrid
1016,City Hatchback,2024,F1-L2,Factory 1,Petrol
1017,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1018,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1019,Compact Sedan,2024,F2-L2,Factory 2,Diesel
1020,City Hatchback,2024,F1-L1,Factory 1,Petrol
1021,Family SUV,2024,F3-L2,Factory 3,Hybrid
1022,City Hatchback,2024,F1-L2,Factory 1,Petrol
1023,Electric Crossover,2024,F1-L2,Factory 1,Electric
1024,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1025,City Hatchback,2024,F1-L1,Factory 1,Petrol
1026,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1027,Family SUV,2024,F3-L1,Factory 3,Hybrid
1028,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1029,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1030,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1031,Compact SUV,2024,F2-L2,Factory 2,Diesel
1032,Compact SUV,2024,F3-L1,Factory 3,Diesel
1033,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1034,Compact Sedan,2024,F2-L2,Factory 2,Hybrid
1035,Electric Crossover,2024,F1-L2,Factory 1,Electric
1036,Compact SUV,2024,F2-L2,Factory 2,Hybrid
1037,Electric Crossover,2024,F1-L2,Factory 1,Electric
1038,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1039,Compact SUV,2024,F3-L1,Factory 3,Diesel
1040,City Hatchback,2024,F1-L2,Factory 1,Diesel
1041,Electric Crossover,2024,F1-L2,Factory 1,Electric
1042,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1043,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1044,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1045,Electric Crossover,2024,F1-L2,Factory 1,Electric
1046,Family SUV,2024,F3-L1,Factory 3,Petrol
1047,Family SUV,2024,F3-L1,Factory 3,Diesel
1048,Compact SUV,2024,F2-L2,Factory 2,Petrol
1049,Family SUV,2024,F3-L2,Factory 3,Diesel
1050,Family SUV,2024,F3-L2,Factory 3,Hybrid
1051,Compact Sedan,2024,F2-L1,Factory 2,Hybrid
1052,Compact SUV,2024,F2-L2,Factory 2,Diesel
1053,Family SUV,2024,F3-L2,Factory 3,Petrol
1054,Compact SUV,2024,F3-L1,Factory 3,Diesel
1055,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1056,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1057,Electric Crossover,2024,F1-L2,Factory 1,Electric
1058,City Hatchback,2024,F1-L1,Factory 1,Petrol
1059,Family SUV,2024,F3-L1,Factory 3,Hybrid
1060,Electric Crossover,2024,F1-L2,Factory 1,Electric
1061,City Hatchback,2024,F1-L1,Factory 1,Petrol
1062,Compact SUV,2024,F3-L1,Factory 3,Diesel
1063,Compact SUV,2024,F2-L2,Factory 2,Petrol
1064,City Hatchback,2024,F1-L1,Factory 1,Hybrid
1065,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1066,City Hatchback,2024,F1-L1,Factory 1,Petrol
1067,Family SUV,2024,F3-L2,Factory 3,Petrol
1068,Compact SUV,2024,F2-L2,Factory 2,Petrol
1069,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1070,Compact SUV,2024,F2-L2,Factory 2,Diesel
1071,Family SUV,2024,F3-L1,Factory 3,Diesel
1072,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1073,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1074,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1075,Electric Crossover,2024,F1-L2,Factory 1,Electric
1076,Family SUV,2024,F3-L1,Factory 3,Hybrid
1077,Compact SUV,2024,F3-L1,Factory 3,Diesel
1078,Compact SUV,2024,F2-L2,Factory 2,Petrol
1079,City Hatchback,2024,F1-L1,Factory 1,Petrol
1080,Family SUV,2024,F3-L1,Factory 3,Petrol
1081,City Hatchback,2024,F1-L2,Factory 1,Hybrid
1082,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1083,Compact SUV,2024,F3-L1,Factory 3,Petrol
1084,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1085,City Hatchback,2024,F1-L1,Factory 1,Petrol
1086,City Hatchback,2024,F1-L2,Factory 1,Petrol
1087,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1088,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1089,Compact SUV,2024,F3-L1,Factory 3,Petrol
1090,Family SUV,2024,F3-L2,Factory 3,Diesel
1091,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1092,City Hatchback,2024,F1-L2,Factory 1,Petrol
1093,Compact SUV,2024,F3-L1,Factory 3,Petrol
1094,Compact SUV,2024,F2-L2,Factory 2,Petrol
1095,City Hatchback,2024,F1-L2,Factory 1,Petrol
1096,Family SUV,2024,F3-L1,Factory 3,Petrol
1097,Electric Crossover,2024,F1-L2,Factory 1,Electric
1098,Compact SUV,2024,F2-L2,Factory 2,Hybrid
1099,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1100,City Hatchback,2024,F1-L1,Factory 1,Diesel
1101,Electric Crossover,2024,F1-L2,Factory 1,Electric
1102,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1103,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1104,Pickup Truck,2024,F3-L2,Factory 3,Petrol
1105,Family SUV,2024,F3-L2,Factory 3,Diesel
1106,City Hatchback,2024,F1-L1,Factory 1,Hybrid
1107,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1108,Compact SUV,2024,F3-L1,Factory 3,Petrol
1109,Family SUV,2024,F3-L1,Factory 3,Hybrid
1110,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1111,City Hatchback,2024,F1-L2,Factory 1,Petrol
1112,Compact SUV,2024,F3-L1,Factory 3,Petrol
1113,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1114,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1115,City Hatchback,2024,F1-L1,Factory 1,Petrol
1116,City Hatchback,2024,F1-L1,Factory 1,Petrol
1117,City Hatchback,2024,F1-L2,Factory 1,Petrol
1118,Compact SUV,2024,F3-L1,Factory 3,Diesel
1119,City Hatchback,2024,F1-L2,Factory 1,Hybrid
1120,Family SUV,2024,F3-L1,Factory 3,Hybrid
1121,Compact SUV,2024,F3-L1,Factory 3,Diesel
1122,Compact SUV,2024,F2-L2,Factory 2,Petrol
1123,Compact SUV,2024,F2-L2,Factory 2,Petrol
1124,Family SUV,2024,F3-L1,Factory 3,Diesel
1125,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1126,Family SUV,2024,F3-L1,Factory 3,Petrol
1127,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1128,Family SUV,2024,F3-L2,Factory 3,Diesel
1129,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1130,Electric Crossover,2024,F1-L2,Factory 1,Electric
1131,Electric Crossover,2024,F1-L2,Factory 1,Electric
1132,Family SUV,2024,F3-L1,Factory 3,Hybrid
1133,Electric Crossover,2024,F1-L2,Factory 1,Electric
1134,Compact Sedan,2024,F2-L2,Factory 2,Diesel
1135,Family SUV,2024,F3-L1,Factory 3,Petrol
1136,Compact SUV,2024,F2-L2,Factory 2,Petrol
1137,Compact SUV,2024,F3-L1,Factory 3,Diesel
1138,Family SUV,2024,F3-L1,Factory 3,Diesel
1139,City Hatchback,2024,F1-L2,Factory 1,Petrol
1140,Electric Crossover,2024,F1-L2,Factory 1,Electric
1141,City Hatchback,2024,F1-L2,Factory 1,Petrol
1142,Compact SUV,2024,F3-L1,Factory 3,Petrol
1143,City Hatchback,2024,F1-L1,Factory 1,Petrol
1144,Compact SUV,2024,F2-L2,Factory 2,Hybrid
1145,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1146,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1147,City Hatchback,2024,F1-L2,Factory 1,Diesel
1148,Electric Crossover,2024,F1-L2,Factory 1,Electric
1149,Compact SUV,2024,F2-L2,Factory 2,Diesel
1150,Compact Sedan,2024,F2-L2,Factory 2,Hybrid
1151,Compact Sedan,2024,F2-L2,Factory 2,Diesel
1152,Pickup Truck,2024,F3-L2,Factory 3,Petrol
1153,City Hatchback,2024,F1-L1,Factory 1,Petrol
1154,Compact Sedan,2024,F2-L2,Factory 2,Diesel
1155,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1156,Compact SUV,2024,F2-L2,Factory 2,Diesel
1157,Compact SUV,2024,F2-L2,Factory 2,Diesel
1158,Compact Sedan,2024,F2-L1,Factory 2,Hybrid
1159,City Hatchback,2024,F1-L2,Factory 1,Petrol
1160,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1161,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1162,Compact SUV,2024,F2-L2,Factory 2,Diesel
1163,Compact SUV,2024,F2-L2,Factory 2,Petrol
1164,Electric Crossover,2024,F1-L2,Factory 1,Electric
1165,Compact SUV,2024,F2-L2,Factory 2,Petrol
1166,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1167,City Hatchback,2024,F1-L1,Factory 1,Hybrid
1168,Compact SUV,2024,F2-L2,Factory 2,Diesel
1169,Compact SUV,2024,F2-L2,Factory 2,Hybrid
1170,Compact SUV,2024,F3-L1,Factory 3,Petrol
1171,City Hatchback,2024,F1-L2,Factory 1,Hybrid
1172,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1173,Electric Crossover,2024,F1-L2,Factory 1,Electric
1174,Compact SUV,2024,F3-L1,Factory 3,Diesel
1175,Family SUV,2024,F3-L1,Factory 3,Diesel
1176,Compact SUV,2024,F3-L1,Factory 3,Petrol
1177,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1178,Family SUV,2024,F3-L2,Factory 3,Diesel
1179,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1180,City Hatchback,2024,F1-L2,Factory 1,Petrol
1181,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1182,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1183,City Hatchback,2024,F1-L2,Factory 1,Petrol
1184,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1185,City Hatchback,2024,F1-L1,Factory 1,Petrol
1186,Pickup Truck,2024,F3-L2,Factory 3,Petrol
1187,City Hatchback,2024,F1-L1,Factory 1,Petrol
1188,Pickup Truck,2024,F3-L2,Factory 3,Petrol
1189,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1190,Electric Crossover,2024,F1-L2,Factory 1,Electric
1191,Compact SUV,2024,F2-L2,Factory 2,Petrol
1192,City Hatchback,2024,F1-L1,Factory 1,Petrol
1193,Compact SUV,2024,F3-L1,Factory 3,Petrol
1194,City Hatchback,2024,F1-L2,Factory 1,Petrol
1195,Compact SUV,2024,F2-L2,Factory 2,Hybrid
1196,Family SUV,2024,F3-L2,Factory 3,Diesel
1197,City Hatchback,2024,F1-L1,Factory 1,Petrol
1198,City Hatchback,2024,F1-L2,Factory 1,Petrol
1199,City Hatchback,2024,F1-L1,Factory 1,Petrol
1200,City Hatchback,2024,F1-L1,Factory 1,Hybrid
1201,City Hatchback,2024,F1-L2,Factory 1,Petrol
1202,City Hatchback,2024,F1-L1,Factory 1,Hybrid
1203,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1204,Family SUV,2024,F3-L1,Factory 3,Diesel
1205,City Hatchback,2024,F1-L1,Factory 1,Petrol
1206,City Hatchback,2024,F1-L1,Factory 1,Diesel
1207,City Hatchback,2024,F1-L2,Factory 1,Petrol
1208,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1209,Pickup Truck,2024,F3-L2,Factory 3,Petrol
1210,Compact SUV,2024,F2-L2,Factory 2,Diesel
1211,Compact SUV,2024,F3-L1,Factory 3,Diesel
1212,Electric Crossover,2024,F1-L2,Factory 1,Electric
1213,Compact SUV,2024,F2-L2,Factory 2,Petrol
1214,City Hatchback,2024,F1-L1,Factory 1,Petrol
1215,Family SUV,2024,F3-L1,Factory 3,Petrol
1216,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1217,Compact SUV,2024,F2-L2,Factory 2,Diesel
1218,Compact SUV,2024,F3-L1,Factory 3,Petrol
1219,City Hatchback,2024,F1-L2,Factory 1,Petrol
1220,Family SUV,2024,F3-L2,Factory 3,Diesel
1221,City Hatchback,2024,F1-L1,Factory 1,Hybrid
1222,Family SUV,2024,F3-L2,Factory 3,Petrol
1223,Family SUV,2024,F3-L2,Factory 3,Hybrid
1224,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1225,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1226,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1227,Compact SUV,2024,F3-L1,Factory 3,Petrol
1228,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1229,Compact Sedan,2024,F2-L1,Factory 2,Hybrid
1230,Family SUV,2024,F3-L2,Factory 3,Diesel
1231,City Hatchback,2024,F1-L1,Factory 1,Petrol
1232,City Hatchback,2024,F1-L1,Factory 1,Petrol
1233,Compact SUV,2024,F2-L2,Factory 2,Diesel
1234,Family SUV,2024,F3-L2,Factory 3,Diesel
1235,Compact SUV,2024,F2-L2,Factory 2,Diesel
1236,City Hatchback,2024,F1-L1,Factory 1,Petrol
1237,City Hatchback,2024,F1-L2,Factory 1,Petrol
1238,Compact SUV,2024,F2-L2,Factory 2,Hybrid
1239,Compact SUV,2024,F2-L2,Factory 2,Hybrid
1240,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1241,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1242,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1243,Family SUV,2024,F3-L1,Factory 3,Diesel
1244,Compact SUV,2024,F2-L2,Factory 2,Hybrid
1245,Compact SUV,2024,F3-L1,Factory 3,Petrol
1246,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1247,Family SUV,2024,F3-L2,Factory 3,Petrol
1248,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1249,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1250,Compact SUV,2024,F2-L2,Factory 2,Diesel
1251,Family SUV,2024,F3-L1,Factory 3,Petrol
1252,City Hatchback,2024,F1-L2,Factory 1,Petrol
1253,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1254,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1255,City Hatchback,2024,F1-L2,Factory 1,Petrol
1256,Electric Crossover,2024,F1-L2,Factory 1,Electric
1257,Compact Sedan,2024,F2-L1,Factory 2,Hybrid
1258,City Hatchback,2024,F1-L1,Factory 1,Petrol
1259,City Hatchback,2024,F1-L1,Factory 1,Petrol
1260,Electric Crossover,2024,F1-L2,Factory 1,Electric
1261,Compact SUV,2024,F2-L2,Factory 2,Petrol
1262,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1263,Compact SUV,2024,F2-L2,Factory 2,Hybrid
1264,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1265,Compact Sedan,2024,F2-L1,Factory 2,Hybrid
1266,Electric Crossover,2024,F1-L2,Factory 1,Electric
1267,Compact SUV,2024,F3-L1,Factory 3,Petrol
1268,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1269,City Hatchback,2024,F1-L2,Factory 1,Hybrid
1270,Family SUV,2024,F3-L1,Factory 3,Diesel
1271,Compact SUV,2024,F3-L1,Factory 3,Diesel
1272,Family SUV,2024,F3-L2,Factory 3,Diesel
1273,Compact SUV,2024,F2-L2,Factory 2,Diesel
1274,Compact SUV,2024,F3-L1,Factory 3,Diesel
1275,Compact SUV,2024,F2-L2,Factory 2,Diesel
1276,Compact SUV,2024,F3-L1,Factory 3,Diesel
1277,Compact SUV,2024,F2-L2,Factory 2,Diesel
1278,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1279,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1280,City Hatchback,2024,F1-L1,Factory 1,Petrol
1281,Compact SUV,2024,F3-L1,Factory 3,Petrol
1282,City Hatchback,2024,F1-L2,Factory 1,Petrol
1283,Family SUV,2024,F3-L2,Factory 3,Diesel
1284,Family SUV,2024,F3-L1,Factory 3,Petrol
1285,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1286,Electric Crossover,2024,F1-L2,Factory 1,Electric
1287,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1288,Family SUV,2024,F3-L1,Factory 3,Diesel
1289,Compact Sedan,2024,F2-L2,Factory 2,Diesel
1290,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1291,Compact SUV,2024,F3-L1,Factory 3,Petrol
1292,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1293,City Hatchback,2024,F1-L2,Factory 1,Petrol
1294,City Hatchback,2024,F1-L1,Factory 1,Petrol
1295,Compact SUV,2024,F2-L2,Factory 2,Diesel
1296,Family SUV,2024,F3-L2,Factory 3,Petrol
1297,Compact Sedan,2024,F2-L1,Factory 2,Hybrid
1298,City Hatchback,2024,F1-L1,Factory 1,Hybrid
1299,Compact SUV,2024,F3-L1,Factory 3,Diesel
1300,Compact Sedan,2024,F2-L2,Factory 2,Hybrid
1301,City Hatchback,2024,F1-L2,Factory 1,Hybrid
1302,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1303,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1304,Compact Sedan,2024,F2-L2,Factory 2,Diesel
1305,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1306,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1307,Family SUV,2024,F3-L2,Factory 3,Diesel
1308,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1309,Compact SUV,2024,F3-L1,Factory 3,Petrol
1310,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1311,City Hatchback,2024,F1-L2,Factory 1,Petrol
1312,Compact Sedan,2024,F2-L2,Factory 2,Hybrid
1313,Compact SUV,2024,F2-L2,Factory 2,Diesel
1314,Compact SUV,2024,F3-L1,Factory 3,Diesel
1315,City Hatchback,2024,F1-L1,Factory 1,Petrol
1316,Compact SUV,2024,F2-L2,Factory 2,Diesel
1317,Compact SUV,2024,F2-L2,Factory 2,Diesel
1318,Compact SUV,2024,F2-L2,Factory 2,Petrol
1319,Electric Crossover,2024,F1-L2,Factory 1,Electric
1320,Electric Crossover,2024,F1-L2,Factory 1,Electric
1321,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1322,Compact SUV,2024,F2-L2,Factory 2,Diesel
1323,City Hatchback,2024,F1-L2,Factory 1,Petrol
1324,City Hatchback,2024,F1-L1,Factory 1,Hybrid
1325,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1326,City Hatchback,2024,F1-L1,Factory 1,Petrol
1327,Family SUV,2024,F3-L2,Factory 3,Petrol
1328,Compact Sedan,2024,F2-L2,Factory 2,Diesel
1329,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1330,Compact Sedan,2024,F2-L2,Factory 2,Diesel
1331,Compact SUV,2024,F2-L2,Factory 2,Petrol
1332,City Hatchback,2024,F1-L1,Factory 1,Petrol
1333,City Hatchback,2024,F1-L2,Factory 1,Petrol
1334,City Hatchback,2024,F1-L2,Factory 1,Petrol
1335,Compact SUV,2024,F2-L2,Factory 2,Diesel
1336,City Hatchback,2024,F1-L2,Factory 1,Petrol
1337,Compact Sedan,2024,F2-L1,Factory 2,Hybrid
1338,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1339,Electric Crossover,2024,F1-L2,Factory 1,Electric
1340,City Hatchback,2024,F1-L1,Factory 1,Petrol
1341,Compact SUV,2024,F2-L2,Factory 2,Petrol
1342,Electric Crossover,2024,F1-L2,Factory 1,Electric
1343,Compact SUV,2024,F2-L2,Factory 2,Petrol
1344,Electric Crossover,2024,F1-L2,Factory 1,Electric
1345,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1346,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1347,Compact SUV,2024,F2-L2,Factory 2,Petrol
1348,City Hatchback,2024,F1-L2,Factory 1,Petrol
1349,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1350,City Hatchback,2024,F1-L2,Factory 1,Diesel
1351,City Hatchback,2024,F1-L1,Factory 1,Petrol
1352,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1353,City Hatchback,2024,F1-L1,Factory 1,Petrol
1354,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1355,Electric Crossover,2024,F1-L2,Factory 1,Electric
1356,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1357,Compact SUV,2024,F3-L1,Factory 3,Petrol
1358,Pickup Truck,2024,F3-L2,Factory 3,Petrol
1359,Electric Crossover,2024,F1-L2,Factory 1,Electric
1360,City Hatchback,2024,F1-L1,Factory 1,Petrol
1361,Compact SUV,2024,F2-L2,Factory 2,Diesel
1362,Electric Crossover,2024,F1-L2,Factory 1,Electric
1363,Compact SUV,2024,F3-L1,Factory 3,Diesel
1364,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1365,City Hatchback,2024,F1-L2,Factory 1,Diesel
1366,Electric Crossover,2024,F1-L2,Factory 1,Electric
1367,Compact SUV,2024,F3-L1,Factory 3,Hybrid
1368,Compact SUV,2024,F3-L1,Factory 3,Diesel
1369,Compact SUV,2024,F3-L1,Factory 3,Petrol
1370,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1371,Electric Crossover,2024,F1-L2,Factory 1,Electric
1372,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1373,City Hatchback,2024,F1-L2,Factory 1,Petrol
1374,Electric Crossover,2024,F1-L2,Factory 1,Electric
1375,Family SUV,2024,F3-L2,Factory 3,Diesel
1376,Compact Sedan,2024,F2-L2,Factory 2,Diesel
1377,City Hatchback,2024,F1-L2,Factory 1,Petrol
1378,Family SUV,2024,F3-L2,Factory 3,Hybrid
1379,Electric Crossover,2024,F1-L2,Factory 1,Electric
1380,Family SUV,2024,F3-L1,Factory 3,Diesel
1381,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1382,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1383,Family SUV,2024,F3-L2,Factory 3,Petrol
1384,Family SUV,2024,F3-L1,Factory 3,Petrol
1385,Electric Crossover,2024,F1-L2,Factory 1,Electric
1386,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1387,Electric Crossover,2024,F1-L2,Factory 1,Electric
1388,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1389,Family SUV,2024,F3-L1,Factory 3,Petrol
1390,Compact SUV,2024,F2-L2,Factory 2,Petrol
1391,Family SUV,2024,F3-L1,Factory 3,Hybrid
1392,Family SUV,2024,F3-L2,Factory 3,Diesel
1393,Pickup Truck,2024,F3-L2,Factory 3,Petrol
1394,Electric Crossover,2024,F1-L2,Factory 1,Electric
1395,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1396,Compact SUV,2024,F3-L1,Factory 3,Petrol
1397,Electric Crossover,2024,F1-L2,Factory 1,Electric
1398,Compact SUV,2024,F2-L2,Factory 2,Petrol
1399,Compact SUV,2024,F2-L2,Factory 2,Petrol
1400,Compact Sedan,2024,F2-L1,Factory 2,Petrol
1401,Compact SUV,2024,F2-L2,Factory 2,Hybrid
1402,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1403,Electric Crossover,2024,F1-L2,Factory 1,Electric
1404,Family SUV,2024,F3-L1,Factory 3,Diesel
1405,Compact Sedan,2024,F2-L2,Factory 2,Petrol
1406,Compact Sedan,2024,F2-L2,Factory 2,Diesel
1407,Compact Sedan,2024,F2-L1,Factory 2,Diesel
1408,Pickup Truck,2024,F3-L2,Factory 3,Diesel
1409,Compact SUV,2024,F3-L1,Factory 3,Diesel
1410,City Hatchback,2024,F1-L1,Factory 1,Petrol
1411,City Hatchback,2024,F1-L2,Factory 1,Diesel
1412,City Hatchback,2024,F1-L1,Factory 1,Petrol
1413,Family SUV,2024,F3-L1,Factory 3,Diesel
1414,Family SUV,2024,F3-L2,Factory 3,Diesel
1415,Compact Sedan,2024,F2-L1,Factory 2,Petrol
